f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,label
149.56105034749447,160.18543658120524,176.4626809739136,138.44973578487946,54.79825006365712,167.50018607551308,139.6481778624301,49.3432958250983,168.7045369228687,126.70594091431185,53.61273709536939,168.64696398208986,141.12745387832493,34.23879603502172,170.15411345771346,0.2741326491514242,0.5819704078745478,0.812370403911173,1.0,0.7108663708585596,0.8575670618539154,0.6863132068730723,0.5239479773298167,0.6620449708103474,0.8102000520144261,0.5660975889452063,0.3566255470671589,0.618817878587583,0.7122209888383308,0.46212902767114256,0.2582997760764189,0.5801805367088094,0.6736167139033665,0.4851276978759317,0.33314482662301925,A
147.25070386896832,157.90662235408794,177.92261662883254,141.0866728378526,50.48124387484593,169.17454379477883,141.21899693413863,46.19346942988027,169.29686606512422,133.38617568948504,44.829616942787794,169.31316911072193,139.5076834697376,33.05372416699773,170.47640665440204,0.2727148360119468,0.5852623146817232,0.8163748259191872,1.0,0.7140993249150738,0.8621911387420499,0.6735085734732001,0.5017221939870649,0.6663805425626861,0.812140823649985,0.556275757778404,0.349110120375212,0.6238747169580509,0.7365161881015739,0.47301126741703176,0.26665763272397625,0.5885692215790657,0.686462376372527,0.4993520774645777,0.34957509736199155,A
149.1407224017946,158.77051034480323,175.93140127326217,142.59700274784922,47.652345642264,169.42323329097553,143.00617959324137,44.79077614811957,168.420848699136,136.37300310391137,41.610622792691544,168.35236617267026,143.2207605507357,28.66356392220224,169.47139606137895,0.28472761365740257,0.5892736521507247,0.817464279312152,1.0,0.7072462459856348,0.8679055040099972,0.6731420903365464,0.5005765591536536,0.6570527584338992,0.8236447149581078,0.5744449161994594,0.3716913793152687,0.6186817377604464,0.7494519611950136,0.48208414525729754,0.2750720050188102,0.5882224812053742,0.6981842608716325,0.5118948588166906,0.36676283009650357,A
145.8126248575278,157.88122738572943,175.1008617920963,142.12687139288053,48.11443682606453,168.85302111567105,142.7667972098548,45.05588169287041,168.4712321248611,136.8846841067729,41.57934029098523,168.758891129387,141.3195906443166,30.61506048625563,169.6469215247595,0.2817501650884994,0.5892083215526299,0.8199562042691573,1.0,0.7096369384469488,0.876379603299893,0.6863409471871652,0.5115782134413467,0.6625292923550805,0.8321160196649037,0.5784515805103175,0.36648584781065496,0.6220524626550419,0.7580574588965309,0.4873103156582354,0.2707314006243251,0.591033388475139,0.7059818523988262,0.5177969790957786,0.3657391526436005,A
148.61799674373864,158.58118799475395,177.40949714295738,141.74485333563015,50.60885669262827,168.49564330726648,142.81901769098553,45.47347040594374,168.1674437430307,132.9773180279082,45.29520453209241,168.45051903482113,138.80183495019457,34.08643341739781,169.8303806893153,0.27629664254486724,0.5848291499141671,0.8156408931315731,1.0,0.7108617562055526,0.8642467490046676,0.6814012589058714,0.5117318136771263,0.6663306360375423,0.8291352954961555,0.5886675424436852,0.38566429765045696,0.6260758578133276,0.7441828073908328,0.4809866784045005,0.27276406376916534,0.5920607546545271,0.690291664510313,0.5056061578404673,0.35724235788662145,A
148.54130383718552,159.73617275821454,177.66075096666262,142.94648532053617,47.338320064109,169.73161032978854,141.00785663474034,46.39219283822958,168.84450385368723,136.5085929642387,40.782778472854126,168.55307296281478,140.77330028861587,30.59384929382565,169.0321244125408,0.2745969388270522,0.5786876628368978,0.8125746302591191,1.0,0.7022961094539212,0.8670592094350341,0.6702355815575026,0.4998550055436931,0.6552937237334464,0.8077285015557473,0.5559609273317766,0.36294171576698897,0.6147694277662739,0.747391534837104,0.47948939053791834,0.2769404015757759,0.5830829330620418,0.6970075282284944,0.5082458665213737,0.3627119917481404,A
146.36465656195656,158.30177771465037,176.08964631437996,141.87565321113044,47.37458333507022,170.1680263213922,141.47756800403687,45.89283369268102,169.0125309787777,134.7075144791621,42.86409483718986,169.07719263367713,140.75488985941894,32.11980187937649,169.9383395836889,0.27985545323353905,0.586893524013272,0.8167180309084511,1.0,0.714438476416224,0.8678457958654738,0.6706314409583851,0.49911196286619397,0.6712906608516589,0.8243495201737099,0.5717272046283011,0.3681162204544687,0.6340558277296466,0.7531058612075601,0.48675664026796134,0.28093560836710624,0.6016887313629976,0.6993314734119783,0.512137672980088,0.3660961307907711,A
147.3105909152696,157.90335853042083,176.86325354923747,142.53936879621767,47.76317166528708,169.71294547530678,141.66117749868863,46.11903348803807,168.9288960774941,134.65166027523156,43.2973136509561,169.09326951674007,138.83599317512707,33.84955348424071,169.82559548954703,0.28186505353149943,0.5892516037925974,0.818626807491353,1.0,0.7138604557333299,0.8707496320768071,0.676811764400316,0.5051876185048706,0.669415774521036,0.8236676856861748,0.5716271296256467,0.3675092104403339,0.6304282764547618,0.7533081257117334,0.4860004456512551,0.27489750118798734,0.5975783252951007,0.6998365594348183,0.5087396090380791,0.35586436788943215,A
149.93467874389773,158.23334161471865,178.06500575905955,141.79379378222066,49.36414483059858,169.05276006340782,142.34987199324408,45.74029262411059,168.9585250219128,135.66717499980405,42.89470127466619,169.15710979279166,141.87863344125105,30.557610559990998,170.3639399268439,0.2857226385318624,0.5878897014905112,0.8177345331401843,1.0,0.7164725043292222,0.8730731701273449,0.6819703079013618,0.5082876218477158,0.6680778744515792,0.8250910474267482,0.5756654613170389,0.3697148663498547,0.6279527168054573,0.751662114446376,0.48599265451443757,0.2736938900151924,0.5943585625031165,0.7017930014534862,0.5160354038695377,0.36271533168269543,A
148.04277888486098,157.74214039595518,176.27434452269483,140.97138272866658,52.40361881082754,168.30658932777936,140.95515049479445,48.325559806296624,167.8006885998884,129.17265456543964,50.418710483328596,167.46657312286072,138.53770877651755,34.919453717600675,169.11314030713316,0.2777206140431445,0.5806322863689385,0.8132674402018754,1.0,0.7128012354800008,0.8719673822239559,0.6856211280121508,0.5166424151490892,0.669558311582265,0.8335842007429539,0.5839982150152636,0.37939164824077354,0.63334292667655,0.7463667484888631,0.4772333215920248,0.26801745724207116,0.6033469751342792,0.7063094802406717,0.5125163096483597,0.357808213967865,A
147.96946610822442,157.8737839804244,177.4881401320324,139.6879833225217,54.03686760620282,168.21378170005272,140.0886222887093,49.93366963892047,167.6296030094133,128.63583589995605,51.00089031189327,167.76731047549845,140.006023596588,33.442775420487145,169.51742190900876,0.2774257019271884,0.5831867838114666,0.8150058242698731,1.0,0.7128217485094945,0.866383237485285,0.6826743041006909,0.5127689540265676,0.6664004803091492,0.8304797783387867,0.5826839115084682,0.3717138565404842,0.6291785809425985,0.7387153502818389,0.4731470927183012,0.2619116375420559,0.5999339473307074,0.6980176733608214,0.506129895275825,0.3532678376434899,A
143.97833106767592,157.79389916489026,174.74725947010938,138.21048488614144,53.68604069020359,169.24402170813462,140.3857251385596,47.86360891328392,168.98430077159531,132.95192627163627,45.58098371008216,169.1707392381708,141.7997875971192,31.917983500703237,170.50065877424032,0.2828668170244263,0.5870120150636446,0.8188332054876417,1.0,0.7094821339081767,0.8474731518491853,0.6593381600645113,0.49082069030869196,0.6650083442776487,0.8133656298006912,0.5642634621221587,0.35552021890995866,0.6252351428112296,0.7391546689892499,0.47572648887903385,0.2640027979285073,0.5887591555333562,0.688332945811786,0.5019851980590577,0.34857026359449444,A
148.4667361227864,158.68431632883298,174.31569730126543,134.01294637472694,65.20485158468006,168.25833746966586,121.63501540133544,68.65942521363397,169.29650825436119,104.69484884836322,74.00960497980488,168.91793051679576,109.34662113076294,66.02328539087634,168.87888673909166,0.26259783953110977,0.5701361704188689,0.806880365870723,1.0,0.7401883210525744,0.8560194679945836,0.6750758215358886,0.5116490793373287,0.719586037279403,0.806038232438031,0.5596481020118854,0.3667308429923524,0.6880045919379257,0.7339216545715308,0.4680213933176751,0.26607629523153176,0.6536826792949205,0.6953557892116737,0.4894367503658459,0.3347189359375097,A
